"PMN01","PMN011","PMN02","PMN03","PMN04","PMN041","PMN05","PMN06","PMN07","PMN08","PMN09","PMN10","PMN11","PMN121","PMN122","PMN123","PMN13","PMN14","PMN15","PMN16","PMN18","PMN20","PMN23","PMN24","PMN25","PMN30","PMN31","PMN31T","PMN32","PMN33","PMN34","PMN35","PMN36","PMN37","PMN38","PMN40","PMN41","PMN42","PMN43","PMN431","PMN44","PMN45","PMN46","PMN50","PMN51","PMN52","PMN53","PMN54","PMN55","PMN56","PMN57","PMN58","PMN59","PMN60","PMN61","PMN62","PMN63","PMN64","PMN65","PMN66","PMN67","PMN68","PMN69","PMN70","PMN71","PMN80","PMN81","PMN82","PMN83","PMN84","PMN85","PMN86","PMN87","PMN88","PMN88T","PMN930","PMN401","PMN90","PMN94","PMN95","PMN96","PMN97","PMN98","PMN91","PMNUD01","PMNUD02","PMNUD03","PMNUD04","PMNUD05","PMNUD06","PMNUD07","PMNUD08","PMNUD09","PMNUD10","PMNUD11","PMNUD12","PMNUD13","PMNUD14","PMNUD15","PMN89","PMN72","PMN73","PMN74","PMN75","PMN76","PMN77","PMNPLANT","PMNLEGAL","PMN012","PMN919","PMN99","PMN78","PMN100","PMM01","PMM02","PMM03","PMM04","PMM05","PMM06","PMM07","PMM08","PMM09","PMM10","PMM11","PMM12","PMM13","PMM14","PMM15","PMM16","PMM17","PMM18","PMM20","PMM21","PMM22","PMM25","PMM26","PMM27","PMM28","PMM29","PMM30","PMM31","PMM32","PMM40","PMM401","PMM41","PMM42","PMM43","PMM44","PMM45","PMM46","PMM47","PMM48","PMM49","PMM50","PMM99","PMM901","PMM902","PMM903","PMM904","PMM905","PMM906","PMM907","PMM908","PMM909","PMM911","PMM912","PMM913","PMM914","PMM915","PMM916","PMMPRSW","PMMPRNO","PMMPRDT","PMMMKSG","PMMSIGN","PMMDAYS","PMMPRIT","PMMSSEQ","PMMSMAX","PMMACTI","PMMUSER","PMMGRUP","PMMMODU","PMMDATE","PMM40T","PMMUD01","PMMUD02","PMMUD03","PMMUD04","PMMUD05","PMMUD06","PMMUD07","PMMUD08","PMMUD09","PMMUD10","PMMUD11","PMMUD12","PMMUD13","PMMUD14","PMMUD15","PMM51","PMM52","PMM53","PMMCOND","PMMCONT","PMMCONU","PMMCRAT","PMMPOS","PMMPLANT","PMMLEGAL","PMMORIU","PMMORIG"
"PN01-17090081","REG","8","","9923-8000-1205","ACSU I/O  Card","","","PCS","PCS","1.00000000","","N","1.00000000","PC2028","","20.0000","Y","Y","8","","5.000","","","","0.000000","5486.752100","6419.500000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","5486.752100","","","1.000","0.000","K001","1.000"," ","0.000"," ","-4.000","0.000","","","9923-8000-1205","1.0000","N","N","1","","","","","","","","","","","","","PCS","5.000","27433.760000","32097.500000","","","0.000000","","","2028-07"," ","2101","","","","PN02-17050005","","","","6419.500000","6420.500000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN01-17090081","REG","0","17/09/30","","","","","V000082","001","001","8201344","D0003","D0013","8201344","","","Y","C099","J017","RMB","2","","18/04/24","","","","2017","9","370713.750000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","N"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","433735.090000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/10/09","13:46:12","8201344","17/09/30","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN01-17090081","REG","7","","9923-8000-1206","ACSU MVB PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2028","","20.0000","Y","Y","8","","5.000","","","","0.000000","6140.000000","7183.800000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","6140.000000","","","1.000","0.000","K001","1.000"," ","0.000"," ","-4.000","0.000","","","9923-8000-1206","1.0000","N","N","1","","","","","","","","","","","","","PCS","5.000","30700.000000","35919.000000","","","0.000000","","","2028-07"," ","2101","","","","PN02-17050005","","","","7183.800000","7184.800000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN01-17090081","REG","0","17/09/30","","","","","V000082","001","001","8201344","D0003","D0013","8201344","","","Y","C099","J017","RMB","2","","18/04/24","","","","2017","9","370713.750000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","N"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","433735.090000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/10/09","13:46:12","8201344","17/09/30","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN01-17090081","REG","5","","9923-8000-1211","ACSU Controller Audio Part PCBA","","","PCS","PCS","1.00000000","","N","1.00000000","PC2028","","10.0000","Y","Y","8","","5.000","","","","0.000000","1000.000000","1170.000000","","17/10/31","17/10/31","17/10/31","17/10/09","","Y","500102","","0","","","1000.000000","","","1.000","0.000","K001","1.000"," ","0.000"," ","-4.000","0.000","","","9923-8000-1211","1.0000","N","N","1","","","","","","","","","","","","","PCS","5.000","5000.000000","5850.000000","","","0.000000","","","2028-07"," ","2101","","","","PN02-17050005","","","","1170.000000","1171.000000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN01-17090081","REG","0","17/09/30","","","","","V000082","001","001","8201344","D0003","D0013","8201344","","","Y","C099","J017","RMB","2","","18/04/24","","","","2017","9","370713.750000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","N"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","433735.090000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/10/09","13:46:12","8201344","17/09/30","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN01-17090041","REG","2","","8008-0468","54HP机箱_D247.5","","","PCS","PCS","1.00000000","","N","1.00000000","PC0064","","20.0000","Y","Y","8","","6.000","","","","0.000000","530.000000","620.100000","","17/10/31","17/10/31","17/10/31","17/09/29","","Y","500102","","0","","","530.000000","","","6.000","0.000","K001","5.000"," ","1.000"," ","-1.000","0.000","","","8008-0468","1.0000","N","N","1","","","","","","","","","","","","","PCS","6.000","3180.000000","3720.600000","","","0.000000","","","9982-04"," ","2113","","","","PN02-17080041","","","","535.000000","625.950000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN01-17090041","REG","0","17/09/30","PC0064","","","","V000279","","","8201379","D0003","D0013","8201379","","","Y","C002","J017","RMB","6","","18/04/24","","","","2017","9","52620.000000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","N"," ","0","","0","0","Y","8201379","D0003","8809716","18/07/02","61565.400000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/09/29","10:21:21","8201379","17/09/29","N","SHXK_STE","SHXK_STE","8201379","D0003"
"PN01-17090041","REG","1","","8008-0468","54HP机箱_D247.5","","","PCS","PCS","1.00000000","","N","1.00000000","PC0064","","20.0000","Y","Y","8","","24.000","","","","0.000000","530.000000","620.100000","","17/10/31","17/10/31","17/10/31","17/09/29","","Y","500102","","0","","","530.000000","","","15.000","0.000","K001","15.000"," ","0.000"," ","-9.000","0.000","","","8008-0468","1.0000","N","N","1","","","","","","","","","","","","","PCS","24.000","12720.000000","14882.400000","","","0.000000","","","9982-04"," ","2101","","","","PN02-17080041","","","","535.000000","625.950000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN01-17090041","REG","0","17/09/30","PC0064","","","","V000279","","","8201379","D0003","D0013","8201379","","","Y","C002","J017","RMB","6","","18/04/24","","","","2017","9","52620.000000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","N"," ","0","","0","0","Y","8201379","D0003","8809716","18/07/02","61565.400000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/09/29","10:21:21","8201379","17/09/29","N","SHXK_STE","SHXK_STE","8201379","D0003"
"PN02-17100032","REG","2","","9980-8000-0409","Exterior Loudspeaker (ELSP)"," ","","PCS","PCS","1.00000000","","N","1.00000000","PC0060","","10.0000","Y","Y","8","","20.000","","","","0.000000","854.700900","1000.000000","","17/11/30","17/11/30","17/11/30","18/01/08","","Y","500102","","0","","","854.700900","","","20.000","0.000","K001","16.000"," ","4.000"," ","-4.000","0.000"," ","0","9980-8000-0409","1.0000","N","N","1","","D0013"," ","","","","","","","","","","PCS","20.000","17094.020000","20000.000000","","","0.000000","","","0060-01"," ","2107","","","","","","","","855.000000","1000.350000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-17100032","REG","0","17/10/26","PC0060","","","","V000104","001","001","8201458","D0003","D0013","8808325","","","Y","C002","J017","RMB","6","","18/04/23","","","","2017","10","20286.330000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201458","D0003","8809716","18/07/02","23735.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/10/26","15:22:31","tiptop","17/10/26","N","SHXK_STE","SHXK_STE","8201458","D0003"
"PN02-17100032","REG","1","","8004-0030","ILSP扬声器(带变压器)"," ","","PCS","PCS","1.00000000","","N","1.00000000","PC0060","","10.0000","Y","Y","8","","40.000","","","","0.000000","64.102600","75.000000","","17/11/30","17/11/30","17/11/30","18/01/08","","Y","500102","","0","","","64.102600","","","40.000","0.000","K001","39.000"," ","1.000"," ","-1.000","0.000"," ","0","8004-0030","1.0000","N","N","1","","D0013"," ","","","","","","","","","","PCS","40.000","2564.100000","3000.000000","","","0.000000","","","0060-01"," ","2106","","","","","","","","65.000000","76.050000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-17100032","REG","0","17/10/26","PC0060","","","","V000104","001","001","8201458","D0003","D0013","8808325","","","Y","C002","J017","RMB","6","","18/04/23","","","","2017","10","20286.330000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201458","D0003","8809716","18/07/02","23735.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/10/26","15:22:31","tiptop","17/10/26","N","SHXK_STE","SHXK_STE","8201458","D0003"
"PN02-18010020","REG","1","","9910-8000-0371","新版TDAC（没有光驱）","","ERP补录","PCS","PCS","1.00000000","","N","1.00000000","PC3012","","20.0000","Y","Y","8","","10.000"," ","PQ01-17120120","1","0.000000","25000.000000","29250.000000","0","18/03/16","18/03/16","18/03/16","18/01/31","","Y","500102","","0","","","25000.000000","","0","4.000","0.000","K001","4.000"," ","0.000"," ","-6.000","0.000"," ","0","9910-8000-0371","1.0000","N","N","1","","D0009","","0","","","","","","","","","PCS","10.000","250000.000000","292500.000000","","","0.000000","","0","3012-01"," ","2104","","","","","","","","25000.000000","29250.000000","","","0","0","99/12/31","99/12/31","99/12/31","","","4","","","0","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18010020","REG","0","18/01/05","PC3012","","","","V000082","001","001","8201344","D0003","D0009","8808226","","","Y","C099","J017","RMB","6","","18/04/23","","","","2018","1","250000.000000","0.000000","P01","1.0000000000","17.0000","1","Y","0","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","292500.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/30","17:57:28","tiptop","18/01/05","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120053","REG","2","","8010-0263","M12  D-Coding 线缆端母连接器","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","2500.000","","PQ01-17120094","7","0.000000","83.000000","97.110000","","18/01/12","18/01/12","18/01/12","18/01/02","","Y","500102","","0","","","83.000000","","","2000.000","0.000","K001","2000.000"," ","0.000"," ","-500.000","0.000","","","8010-0263","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","2500.000","207500.000000","242775.000000","","","0.000000","","","9949-01"," ","2107","","","","","","","","83.010000","97.120000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-17120053","REG","0","17/12/21","PC0025","","","","V000256","001","001","8201551","D0003","D0013","8808226","","","Y","C004","J017","RMB","6","","18/04/24","","","","2017","12","229052.220000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201551","D0003","8809716","18/07/02","267991.100000","","","","","","","","","","","","","","","","1","SHXK_STE","","17/12/28","17:16:14","tiptop","17/12/21","N","SHXK_STE","SHXK_STE","8201551","D0003"
"PN02-18010038","REG","2","","8011-0073","18 AWG白色线缆","","","PCS","PCS","1.00000000","","N","1.00000000","PC0025","","20.0000","Y","Y","8","","25.000","","PQ01-18010046","1","0.000000","5.812000","6.800000","","18/02/13","18/02/13","18/02/13","18/01/26","","Y","500102","","0","","","5.812000","","","24.000","0.000","K001","24.000"," ","0.000"," ","-1.000","0.000","","","8011-0073","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","25.000","145.300000","170.000000","","","0.000000","","","9949-01"," ","2106","","","","","","","","5.900000","6.900000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","",""," ","","PN02-18010038","REG","0","18/01/15","PC0025","","","","V000667","","","8201458","D0003","D0013","8808227","","","Y","C002","J017","RMB","6","","18/04/23","","","","2018","1","8863.250000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201458","D0003","8809716","18/07/02","10370.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/26","16:38:32","tiptop","18/01/12","N","SHXK_STE","SHXK_STE","8201458","D0003"
"PN02-18010008","REG","2","","8008-0621","硬盘抽取盒","","","PCS","PCS","1.00000000","","N","","PC2062","","10.0000","Y","Y","8","","40.000","","PQ01-17120104","1","","242.735000","284.000000","","18/02/09","18/02/09","18/02/09","18/01/11","","Y","1403","","0","","","242.735000","","","30.000","0.000"," ","30.000"," ","0.000"," ","-10.000","0.000","","","8008-0621","1.0000","N","N","1","","D0009","","","","","","","","","","","PCS","40.000","9709.400000","11360.000000","","","0.000000","","","2062-01"," ","2111","","","","","","","","420.000000","491.400000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-18010008","REG","0","18/01/05","","","","","V000084","001","001","8201379","D0003","D0013","8808325","","","Y","C002","J017","RMB","2","","18/04/23","","","","2018","1","19491.450000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201379","D0003","8809716","18/07/02","22805.000000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/10","18:21:13","tiptop","18/01/03","N","SHXK_STE","SHXK_STE","8201379","D0003"
"PN02-17120065","REG","22","","9949-8000-1102","PACU Power Supply Unit Card(1)","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","26.000","","PQ01-17120095","5","","2068.376100","2420.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","500102","","0","","","2068.376100","","","11.000","0.000"," ","11.000"," ","0.000"," ","-15.000","0.000","","","9949-8000-1102","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","26.000","53777.780000","62920.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","2068.510000","2420.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","19","","9949-8000-1204","AMP Card","","","PCS","PCS","1.00000000","","N","","PC0025","","10.0000","Y","Y","8","","32.000","","PQ01-17120095","8","","11068.376100","12950.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","11068.376100","","","23.000","0.000"," ","23.000"," ","0.000"," ","-9.000","0.000","","","9949-8000-1204","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","32.000","354188.030000","414400.000000","","","0.000000","","","9949-01"," ","2103","","","","","","","","11068.510000","12950.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","17","","9949-8000-1205-1","Switch POE Card","","","PCS","PCS","1.00000000","","N","","PC0025","","10.0000","Y","Y","8","","65.000","","PQ01-17120095","10","","568.376100","665.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","568.376100","","","29.000","0.000"," ","29.000"," ","0.000"," ","-36.000","0.000","","","9949-8000-1205-1","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","65.000","36944.440000","43225.000000","","","0.000000","","","9949-01"," ","2101","","","","","","","","568.510000","665.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","16","","9949-8000-1205-2","Switch Panel Card","","","PCS","PCS","1.00000000","","N","","PC0025","","10.0000","Y","Y","8","","65.000","","PQ01-17120095","11","","1568.376100","1835.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","1568.376100","","","30.000","0.000"," ","30.000"," ","0.000"," ","-35.000","0.000","","","9949-8000-1205-2","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","65.000","101944.440000","119275.000000","","","0.000000","","","9949-01"," ","2107","","","","","","","","1568.510000","1835.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","15","","9949-8000-1220","DVR Power Supply Unit Card","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","26.000","","PQ01-17120095","12","","1568.376100","1835.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","1568.376100","","","13.000","0.000"," ","13.000"," ","0.000"," ","-13.000","0.000","","","9949-8000-1220","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","26.000","40777.780000","47710.000000","","","0.000000","","","9949-01"," ","2113","","","","","","","","1568.510000","1835.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","14","","9949-8000-1501","DVR Backplane Card","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","30.000","","PQ01-17120095","13","","268.376100","314.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","268.376100","","","10.000","0.000"," ","10.000"," ","0.000"," ","-20.000","0.000","","","9949-8000-1501","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","30.000","8051.280000","9420.000000","","","0.000000","","","9949-01"," ","2112","","","","","","","","268.510000","314.160000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","13","","9949-8000-1503","Emergency Power Supply Card","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","34.000","","PQ01-17120095","14","","500.000000","585.000000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","500.000000","","","5.000","0.000"," ","5.000"," ","0.000"," ","-29.000","0.000","","","9949-8000-1503","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","34.000","17000.000000","19890.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","500.510000","585.600000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
"PN02-17120065","REG","10","","9949-8000-2201","PACU Backplane PCBA","","","PCS","PCS","1.00000000","","N","","PC0025","","20.0000","Y","Y","8","","28.000","","PQ01-17120095","17","","318.376100","372.500000","","18/03/28","18/03/28","18/03/28","18/01/09","","Y","1403","","0","","","318.376100","","","8.000","0.000"," ","8.000"," ","0.000"," ","-20.000","0.000","","","9949-8000-2201","1.0000","N","N","1","","D0010","","","","","","","","","","","PCS","28.000","8914.530000","10430.000000","","","0.000000","","","9949-01"," ","2115","","","","","","","","318.510000","372.660000","","","","","","","","N","","4","","","","","SHXK_STE","SHXK_STE"," ","","","","","PN02-17120065","REG","0","17/12/25","PC0025","","","","V000082","001","001","8201344","D0003","D0013","8808226","","","Y","C114","J017","RMB","2","","17/12/25","","","","2017","12","2640761.940000","0.000000","P01","1.0000000000","17.0000","1","Y","","0.000000","0.000000","","","","N"," ","","","N"," ","","","1","","","","","","","Y","0","","Y"," ","0","","0","0","Y","8201344","D0003","8809716","18/07/02","3089691.500000","","","","","","","","","","","","","","","","1","SHXK_STE","","18/01/09","12:45:38","tiptop","17/12/25","N","SHXK_STE","SHXK_STE","8201344","D0003"
