"PMDNENT","PMDNSITE","PMDNUNIT","PMDNDOCNO","PMDNSEQ","PMDN001","PMDN002","PMDN003","PMDN004","PMDN005","PMDN006","PMDN007","PMDN008","PMDN009","PMDN010","PMDN011","PMDN012","PMDN013","PMDN014","PMDN015","PMDN016","PMDN017","PMDN019","PMDN020","PMDN021","PMDN022","PMDNORGA","PMDN023","PMDN024","PMDN025","PMDN026","PMDN027","PMDN028","PMDN029","PMDN030","PMDN031","PMDN032","PMDN033","PMDN034","PMDN035","PMDN036","PMDN037","PMDN038","PMDN039","PMDN040","PMDN041","PMDN042","PMDN043","PMDN044","PMDN045","PMDN046","PMDN047","PMDN048","PMDN049","PMDN050","PMDN051","PMDN052","PMDN053","PMDN200","PMDN201","PMDN202","PMDN203","PMDN204","PMDN205","PMDN206","PMDN207","PMDN208","PMDN209","PMDN210","PMDN211","PMDN212","PMDN213","PMDN214","PMDN215","PMDN216","PMDN217","PMDN218","PMDN219","PMDN220","PMDN221","PMDN222","PMDN223","PMDN224","PMDN900","PMDN999","PMDNUD001","PMDNUD002","PMDNUD003","PMDNUD004","PMDNUD005","PMDNUD006","PMDNUD007","PMDNUD008","PMDNUD009","PMDNUD010","PMDNUD011","PMDNUD012","PMDNUD013","PMDNUD014","PMDNUD015","PMDNUD016","PMDNUD017","PMDNUD018","PMDNUD019","PMDNUD020","PMDNUD021","PMDNUD022","PMDNUD023","PMDNUD024","PMDNUD025","PMDNUD026","PMDNUD027","PMDNUD028","PMDNUD029","PMDNUD030","PMDN225","PMDN054","PMDN055","PMDN056","PMDN057","PMDN226","PMDN227","PMDN058","PMDN228"
"60","MN60-1","MN60-1","601-PMB1-180700516","1","20093768"," ","","","","PCS","4.000000","","","PCS","4.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","2","20093771"," ","","","","PCS","1.000000","","","PCS","1.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","3","20093771"," ","","","","PCS","1.000000","","","PCS","1.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","4","20093774"," ","","","","PCS","1.000000","","","PCS","1.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","5","20093777"," ","","","","PCS","4.000000","","","PCS","4.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","6","20093779"," ","","","","PCS","1.000000","","","PCS","1.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","7","20093840"," ","","","","PCS","4.000000","","","PCS","4.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","8","20093841"," ","","","","PCS","4.000000","","","PCS","4.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","9","20093842"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","10","20093843"," ","","","","PCS","3.000000","","","PCS","3.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","11","20093845"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","12","20093846"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","13","20093847"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","14","20093848"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","15","20093849"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","16","20093850"," ","","","","PCS","1.000000","","","PCS","1.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","17","20093851"," ","","","","PCS","4.000000","","","PCS","4.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","18","20093852"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","19","20093853"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","20","20093854"," ","","","","PCS","2.000000","","","PCS","2.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","21","20093855"," ","","","","PCS","1.000000","","","PCS","1.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
"60","MN60-1","MN60-1","601-PMB1-180700516","22","20093856"," ","","","","PCS","1.000000","","","PCS","1.000000","18/06/19","18/08/03","18/08/03","0.000000","014","16.00","1","2","N","Y","MN60-1","101879","N","","","","","","","","1","0.000000","","1","M18ZL002","","","","X","","","0.000000","0.000000","1","0.000000","0.000000","0.000000","","","","Y","","","","0.000000","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","","","","","","","","","","","","0.000000","0.000000","0.000000","0.000000","0.000000","","",""
